,Unnamed: 0,placeID,name,vicinity,lat,lng,types,place_type_1,place_type_2
0,0,ChIJdR3LEAHKJIgR0sS5NU6Gdlc,Detroit,Detroit,42.33142699999999,-83.0457538,"['locality', 'political']",[,'
1,1,ChIJWb7lLO0yO4gRSZdONND8MYs,Credit Union ONE,"5601 Eldred Street, Detroit",42.315878999999995,-83.1007071,"['finance', 'point_of_interest', 'establishment']",[,'
2,2,ChIJgywRpPIyO4gRr3NE6fEgTzM,El Club Adjacent,"1454 Campbell Street, Detroit",42.31387410000001,-83.1014941,"['lodging', 'point_of_interest', 'establishment']",[,'
3,3,ChIJDXYwROwyO4gRGedWuDSOnak,Nuestro Medio,"1934 Campbell Street, Detroit",42.3153869,-83.10238520000001,"['health', 'point_of_interest', 'establishment']",[,'
4,4,ChIJEUI8O-0yO4gR_7tZqAflxBs,MATRIX HEAD START,"1711 Junction Street, Detroit",42.3160025,-83.10144489999998,"['school', 'point_of_interest', 'establishment']",[,'
5,5,ChIJXbwgXo0yO4gRx3-x2Wt2yBc,Detroit Object,Detroit,42.3138776,-83.09921259999999,"['point_of_interest', 'establishment']",[,'
6,6,ChIJLVZjypIyO4gR9PB-_UW8D5Y,Lena's Market,"1503 Junction Street, Detroit",42.3154301,-83.10035040000001,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",[,'
7,7,ChIJfes_3ewzO4gRPkzvxFH0_rI,Engine House 27,"1467 Junction Street, Detroit",42.314704299999995,-83.09983790000001,"['point_of_interest', 'establishment']",[,'
8,8,ChIJg4MYyZIyO4gRlioL5wR6FCQ,Junction & Christiancy,United States,42.3155985,-83.100077,"['transit_station', 'point_of_interest', 'establishment']",[,'
9,9,ChIJk_7cyZIyO4gRlwZ5lQ2RqeE,Junction & Christiancy,United States,42.31540200000001,-83.10011999999998,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
10,10,ChIJYRpyuZIyO4gRWU2nrbQlV_4,Blue Water Pool Service and Repair,"1482 Junction Street, Detroit",42.3151115,-83.09960790000001,"['store', 'point_of_interest', 'establishment']",[,'
11,11,ChIJ9RADz5IyO4gRDJib-hgpoNM,Junction & Christiancy,United States,42.315795,-83.100034,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
12,12,ChIJz4HnX40yO4gRKWb_j1LdR1o,La Tejana Bar,Detroit,42.3140179,-83.09924079999998,"['beauty_salon', 'point_of_interest', 'establishment']",[,'
13,13,ChIJa6rRYY0yO4gRwrc8dLMwkQM,Junction & Porter,United States,42.314051,-83.09901099999998,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
14,14,ChIJHyVjnpIyO4gRvnkHGlbB88I,Junction & Porter,United States,42.31421599999999,-83.098919,"['transit_station', 'point_of_interest', 'establishment']",[,'
15,15,ChIJCUZmnpIyO4gRfBilgM5ejAQ,El Caporal Mexican Restaurant,"1414 Junction Street, Detroit",42.3141968,-83.09894440000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
16,16,ChIJ91WMn5IyO4gRKJ_rpcZ4nno,Franco Salon,"1422 Junction Street, Detroit",42.31420959999999,-83.09893670000001,"['beauty_salon', 'point_of_interest', 'establishment']",[,'
17,17,ChIJ65X3m5IyO4gR5zKCEGiWqe8,Junction & Porter,United States,42.314381,-83.098827,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
18,18,ChIJKQ3lBpMyO4gRRitiz4FjYIQ,Mexicantown - Southwest Detroit,Detroit,42.318751500000005,-83.0951852,"['neighborhood', 'political']",[,'
20,20,ChIJZU_2_OwyO4gROR3PRrRrzHM,Detroit Cristo Rey High School,"5679 Vernor Highway, Detroit",42.3168275,-83.10275539999998,"['school', 'point_of_interest', 'establishment']",[,'
21,21,ChIJCcdUTZMyO4gRyaR64vi25Qk,Exchange Shop,"4858 Vernor Highway, Detroit",42.3185295,-83.10062990000002,"['finance', 'store', 'point_of_interest', 'establishment']",[,'
23,23,ChIJLR_66uwyO4gRll-X3Mp2o40,Jim Saucedo - State Farm Insurance Agent,"5602 Vernor Highway, Detroit",42.317876,-83.102075,"['insurance_agency', 'finance', 'point_of_interest', 'establishment']",[,'
24,24,ChIJ0TmzTOwyO4gRx5Ln2wbRxxk,T-Mobile,"5843 W Vernor Hwy, Detroit",42.316325299999995,-83.10447309999998,"['electronics_store', 'store', 'point_of_interest', 'establishment']",[,'
25,25,ChIJs8N2v-wyO4gRA2VRhBuBOHc,Duly's Place,"5458 Vernor Highway, Detroit",42.3181334,-83.1018478,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
26,26,ChIJh3pAyu0yO4gRIGjtIF0tmC4,Wireless Giant of Mexicantown,"5845 Vernor Highway, Detroit",42.31637609999999,-83.10438559999999,"['point_of_interest', 'establishment']",[,'
27,27,ChIJ8-D82uwyO4gR0P4uxotObJw,Holy Redeemer Grade School,"1711 Junction Street, Detroit",42.317116999999996,-83.10134099999998,"['school', 'point_of_interest', 'establishment']",[,'
28,28,ChIJwX1sVewyO4gRvLKi-1PsKa8,Derma Hair Clinic,"5705 Vernor Highway, Detroit",42.3169378,-83.1034439,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",[,'
29,29,ChIJR7RMtuwyO4gRY5AAK9yy2MY,George's Flower Shoppe,"5423 Vernor Highway, Detroit",42.3179333,-83.1009906,"['florist', 'store', 'point_of_interest', 'establishment']",[,'
30,30,ChIJn2H-s-wyO4gRFSm_bTNNFpU,Delia's,"5409 Vernor Highway, Detroit",42.3180925,-83.10086079999998,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
31,31,ChIJb5Id2-wyO4gRxO81hNAwgm0,Archdiocese of Detroit,"1721 Junction Street, Detroit",42.316985300000006,-83.10210129999999,"['point_of_interest', 'establishment']",[,'
32,32,ChIJbzmM-uwyO4gRRXl-89l6zsc,Cultural Center,"5671 Vernor Highway, Detroit",42.3172822,-83.102685,"['point_of_interest', 'establishment']",[,'
35,35,ChIJwX1sVewyO4gRoYgdt2MerPk,Shoukfeh Samer M DDS,"5705 Vernor Highway, Detroit",42.3169129,-83.1034425,"['dentist', 'health', 'point_of_interest', 'establishment']",[,'
36,36,ChIJwX1sVewyO4gRTwSzPV-H3J4,Ghannam Lara,"5705 Vernor Highway, Detroit",42.3169843,-83.10352069999998,"['dentist', 'health', 'point_of_interest', 'establishment']",[,'
37,37,ChIJTwHZsOwyO4gRybfn9NAaYQc,Colombo's Coney Island Restaurant,"5414 Vernor Highway, Detroit",42.318337799999995,-83.10110089999998,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
39,39,ChIJ1ZxYVOwyO4gRvnyWBkOSONE,Campbell Dental,"5705 Vernor Highway, Detroit",42.3169526,-83.1034557,"['dentist', 'health', 'point_of_interest', 'establishment']",[,'
40,40,ChIJu4vBUOwyO4gRxY4u8wv-MZU,Boost Mobile,"5708 Vernor Highway, Detroit",42.3172675,-83.10376169999998,"['store', 'point_of_interest', 'establishment']",[,'
41,41,ChIJ___jsu0yO4gRNvr3opSBYDs,Turimex Internacional,"5815 W. Vernor Hwy, Detroit",42.3167404,-83.10404079999998,"['point_of_interest', 'establishment']",[,'
42,42,ChIJW3CX4ZIyO4gRkKeSQzq_LOk,Gaelic league,"2068 Michigan Avenue, Detroit",42.316415,-83.0989451,"['bar', 'point_of_interest', 'establishment']",[,'
43,43,ChIJZwq0te0yO4gRepoy69oQwmQ,"Dr. Wendy Y. Mckay, MD","5831 Vernor Highway, Detroit",42.31650500000001,-83.104191,"['doctor', 'health', 'point_of_interest', 'establishment']",[,'
44,44,ChIJIxvZ8OwyO4gRn6p_bsw0wbQ,Nice Price,"5656 Vernor Highway, Detroit",42.31764889999999,-83.10294379999998,"['department_store', 'store', 'point_of_interest', 'establishment']",[,'
45,45,ChIJUym9XOwyO4gRRQ1HBJJzCXU,Maria International Travel,"1938 Campbell Street, Detroit",42.3177288,-83.1040106,"['travel_agency', 'point_of_interest', 'establishment']",[,'
46,46,ChIJi1_9tO0yO4gR5YufLkpJumM,Simply Prepaid by Q Communications,"5845 Vernor Highway, Detroit",42.316326399999994,-83.10448259999998,"['store', 'point_of_interest', 'establishment']",[,'
47,47,ChIJIXb0ROwyO4gRO8IvB064Owk,El Valle Optical,"1940 Campbell Street, Detroit",42.31773629999999,-83.10401309999999,"['store', 'health', 'point_of_interest', 'establishment']",[,'
48,48,ChIJb5Id2-wyO4gRsZ4rv9hwte0,Most Holy Redeemer Church,"1721 Junction Street, Detroit",42.3170509,-83.10162290000001,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",[,'
49,49,ChIJLUPNy-0yO4gRIVOzlnFK1ok,Southwest Discount Pharmacy,"5851 Vernor Highway, Detroit",42.316297999999996,-83.1045524,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",[,'
50,50,ChIJw-WbROwyO4gRvP-Odl_bv-Q,Tornado Bus,"1938 Campbell Street, Detroit",42.3177288,-83.1040106,"['point_of_interest', 'establishment']",[,'
51,51,ChIJe-KRv-wyO4gRC3d504bKQfs,Southwest Styles Unisex Salon,"5460 Vernor Highway, Detroit",42.317969399999996,-83.1017782,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",[,'
52,52,ChIJFy9n0OwyO4gR3lN58WPVyNU,"Dr. Nidhal M. Hermiz, MD","1700 Junction Street, Detroit",42.3172031,-83.10094869999998,"['doctor', 'health', 'point_of_interest', 'establishment']",[,'
53,53,ChIJPzyPuL0yO4gREN0SoP4rxFc,Vistas Nuevas Head Start,"1711 Junction Street, Detroit",42.3167644,-83.1011978,"['school', 'point_of_interest', 'establishment']",[,'
54,54,ChIJ0VoG4ewyO4gRcehfzrx4niQ,Church,"2233 Junction Street, Detroit",42.3168824,-83.10209329999998,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",[,'
55,55,ChIJb9kT5-wyO4gRA-CuDIcIGzY,Image of God Crisis Pregnancy Center SW,"1721 Junction Street, Detroit",42.317119399999996,-83.10199539999998,"['clothing_store', 'store', 'health', 'point_of_interest', 'establishment']",[,'
56,56,ChIJFy9n0OwyO4gRkf2To7qBhAk,"Christopher G. Roos, RPH","1700 Junction Street, Detroit, MI 48209, Detroit",42.3172031,-83.10094869999998,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",[,'
58,58,ChIJowQ8xOwyO4gR3e64817hXtw,Religious Shop Ave Maria,"1722 Junction Street, Detroit",42.3175211,-83.1014646,"['store', 'point_of_interest', 'establishment']",[,'
59,59,ChIJowQ8xOwyO4gRcJJDRxTAnFQ,Democratic State Control Commtee,"1722 Junction Street, Detroit",42.31763429999999,-83.10143070000001,"['point_of_interest', 'establishment']",[,'
60,60,ChIJYUE_xuwyO4gR9KRrFnVpWpw,Perlas Clothing & Shoes,"5449 Vernor Highway, Detroit",42.317679999999996,-83.10130099999998,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
61,61,ChIJrwH2MJMyO4gR-TZvac5jtnU,Sister's of St Joseph,"1617 Morrell Street, Detroit",42.317284,-83.10022559999999,"['school', 'point_of_interest', 'establishment']",[,'
62,62,ChIJLRkK7OwyO4gRR8s2ANHMmoQ,Tamale Nuevo Leon,"5600-5798 Vernor Highway, Detroit",42.3177029,-83.10223149999999,"['store', 'food', 'point_of_interest', 'establishment']",[,'
64,64,ChIJJ6z86uwyO4gRXEc--Dpf2yg,State Farm,Detroit,42.317823,-83.10204019999998,"['point_of_interest', 'establishment']",[,'
66,66,ChIJcSMR8uwyO4gRqfucxRHgXgE,Nice Price Fashion,"5630 W Vernor Hwy, Detroit",42.31771699999999,-83.102621,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
67,67,ChIJi4ZaVuwyO4gRLrzFYL4flvg,Western Apparel,"5698 Vernor Highway, Detroit",42.317198,-83.1033558,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
68,68,ChIJX3OJVuwyO4gRDqk-JgfN-lc,Seluk David DDS,"5701 Vernor Highway, Detroit",42.3169919,-83.1035282,"['dentist', 'health', 'point_of_interest', 'establishment']",[,'
69,69,ChIJ8debv-wyO4gRoD1MF1ORWKw,Junction & Vernor,United States,42.317979,-83.101753,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
70,70,ChIJJ1u-V-wyO4gRAChN8ZGgewE,"Alianza Legal Latina, P.C Abogados","5694 Vernor Highway, Detroit",42.31732,-83.10333059999998,"['point_of_interest', 'establishment']",[,'
72,72,ChIJUZOSt-wyO4gRou7efmoNCKA,Chilango's Bakery,"5427 Vernor Highway, Detroit",42.317986600000005,-83.1011312,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",[,'
73,73,ChIJufyPv-wyO4gRgCqZKJr-brQ,Cash Depot,"5460 Vernor Highway, Detroit",42.31802940000001,-83.1017672,"['atm', 'finance', 'point_of_interest', 'establishment']",[,'
74,74,ChIJMXSI7ewyO4gRaFTDoMRFAkQ,B.B.W. Sportswear,"5680 Vernor Highway, Detroit",42.317441200000005,-83.1032985,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
75,75,ChIJp5k2-OwyO4gRXroujSr4P0I,15 Primaveras,"5688 Vernor Highway, Detroit",42.317462000000006,-83.103323,"['store', 'point_of_interest', 'establishment']",[,'
76,76,ChIJPWn0tuwyO4gRhosy1W4_ca8,Los Reyes Fahion Wear,"5421 Vernor Highway, Detroit",42.3180439,-83.10098359999998,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
77,77,ChIJbfI7uewyO4gR1GxbebLCYZo,Vernor & Junction,United States,42.318113000000004,-83.101496,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
78,78,ChIJZ_amlewyO4gRnLGJBmFgKkQ,"Shamnath A. Rahim, RPT","1920 Junction Street, Detroit",42.31813950000001,-83.1018708,"['physiotherapist', 'health', 'point_of_interest', 'establishment']",[,'
86,86,ChIJXdmdWpMyO4gRjWS9OiOCwsg,Brown's Bun Baking Co,"4817 Vernor Highway, Detroit",42.318495,-83.0998639,"['food', 'point_of_interest', 'establishment']",[,'
89,89,ChIJc0xzWpMyO4gRduQYVbj1W6c,Michigan Health Center,"4818 Vernor Highway, Detroit",42.31873420000001,-83.09961419999998,"['doctor', 'health', 'point_of_interest', 'establishment']",[,'
90,90,ChIJHctLWZMyO4gRxci_CTVq8zM,Liberty Pharmacy,"4802 Vernor Highway, Detroit",42.318951500000004,-83.0998369,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",[,'
91,91,ChIJr7OZU5MyO4gRaWR8Lk_91Iw,Percy's Gallery,"4844 Vernor Highway, Detroit",42.3186049,-83.1004035,"['store', 'point_of_interest', 'establishment']",[,'
95,95,ChIJ8UOznpQyO4gR3KDgj0kQU_g,Taqueria El Rey,"4730 W Vernor Hwy, Detroit",42.3191881,-83.09894849999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
97,97,ChIJqeryZpMyO4gRgoS5Yi0pWtQ,Iglesia La Luz Del Mundo,"4751 Vernor Highway, Detroit",42.3186264,-83.0991078,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",[,'
109,109,ChIJmfj7vOwyO4gRwD7GYYDDqy4,Junction & Vernor,United States,42.31820199999999,-83.101703,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
110,110,ChIJh2PAuOwyO4gRZuqizRyr210,Vernor Tattoo Parlor,"5546 Vernor Highway, Detroit",42.318195900000006,-83.1015355,"['store', 'point_of_interest', 'establishment']",[,'
111,111,ChIJf84CluwyO4gRAN-EU-ocxio,Vernor & Junction,United States,42.318274,-83.101899,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
112,112,ChIJrbJ6uuwyO4gRcyfc_ZgSG1Y,El Palenque Restaurant,"5426 Vernor Highway, Detroit",42.318315999999996,-83.101263,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
115,115,ChIJiUxisOwyO4gRxdu-gyONLrA,La Azteca Ice Cream,"5418 Vernor Highway, Detroit",42.318277,-83.10119739999998,"['store', 'food', 'point_of_interest', 'establishment']",[,'
122,122,ChIJQ7WStOwyO4gRJX-3ui0HFB8,Iglesia De Dios Pentecostal MAHANAIM,"5403 Vernor Highway, Detroit",42.318086599999994,-83.10067120000001,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",[,'
124,124,ChIJ___PUpMyO4gRllUHuiDpNrw,Latino Tax & Notary Services,"4848 Vernor Highway, Detroit",42.3185744,-83.10050859999998,"['finance', 'point_of_interest', 'establishment']",[,'
128,128,ChIJ2wYXUZMyO4gRkJEEpOgKJB4,La Jalisciense,"4830 Vernor Highway, Detroit",42.31865429999999,-83.10009840000001,"['point_of_interest', 'establishment']",[,'
129,129,ChIJb2BdY-syO4gRyLlHCv3hoyQ,Pollo Chapin,"2054 Junction Street, Detroit",42.3194092,-83.1027514,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
132,132,ChIJ94dafusyO4gRNNCGCaQZzUk,Junction & MC Millan,United States,42.319348,-83.103021,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
134,134,ChIJ-XE0r5QyO4gRfKg8M3BtH4c,El Pa Rian,"1947 Ferdinand Street, Detroit",42.31935999999999,-83.09998209999998,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
135,135,ChIJrwcYXZMyO4gRt_SvT1x87Ho,La Fiesta Ice Cream,"4801 Vernor Highway, Detroit",42.31862659999999,-83.09952969999998,"['store', 'food', 'point_of_interest', 'establishment']",[,'
136,136,ChIJG6b6W5MyO4gRStpRrbdTyzM,Ebb Party Store,"4801 Vernor Highway, Detroit",42.318437200000005,-83.0995026,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",[,'
141,141,ChIJweW0r-syO4gRzEMuQaosaJk,Sonnenberg Hardware,"2302 Junction Street, Detroit",42.3212325,-83.1037695,"['store', 'point_of_interest', 'establishment']",[,'
142,142,ChIJQX0xu-syO4gR6mk_326W6dY,Los Corrales,"2244 Junction Street, Detroit",42.32088359999999,-83.1038672,"['restaurant', 'food', 'point_of_interest', 'establishment']",[,'
143,143,ChIJubOfs-syO4gRMB2rzW4RVqc,El Ultimo Toque,"2336 Junction Street, Detroit",42.32152079999999,-83.10419190000002,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",[,'
149,149,ChIJO5vaWp82O4gR70qsSZ_hk2A,Jimenez Travel & Multiservicios,"2083 Ferdinand Street, Detroit",42.320987,-83.10139199999998,"['travel_agency', 'point_of_interest', 'establishment']",[,'
151,151,ChIJY3l2oesyO4gRO7oIWRvrF68,Miles Camiron Plc,"2224 Junction Street, Detroit",42.32057639999999,-83.1035473,"['lawyer', 'point_of_interest', 'establishment']",[,'
153,153,ChIJY3l2oesyO4gRCyQ3nJ40rs0,Profit Strategies Goup,"2224 Junction Street, Detroit",42.32055549999999,-83.1036498,"['accounting', 'finance', 'point_of_interest', 'establishment']",[,'
155,155,ChIJsyTBvesyO4gRpeXcpMi2caA,Toyo Tires,"5615 Toledo Street, Detroit",42.3206104,-83.1041682,"['car_repair', 'store', 'point_of_interest', 'establishment']",[,'
157,157,ChIJXWKsvesyO4gR4PoxD_NAx3I,Los Altos Tire,"5607 Toledo Street, Detroit",42.32060449999999,-83.1042444,"['car_repair', 'store', 'point_of_interest', 'establishment']",[,'
159,159,ChIJk1L8oJQyO4gRX2X5PB8lHpU,Vernor & Ferdinand,United States,42.319148999999996,-83.099406,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
164,164,ChIJsaYvuesyO4gRfjW0Y9OH28E,Junction & Toledo,United States,42.32086899999999,-83.10437399999998,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
165,165,ChIJBRzBuesyO4gRZNkGDVIAr-A,Junction & Toledo,United States,42.321075,-83.104337,"['transit_station', 'point_of_interest', 'establishment']",[,'
166,166,ChIJL4ZquesyO4gRaMd4DPFhFX8,Vienna Market,"2305 Junction Street, Detroit",42.32092799999999,-83.10440899999998,"['liquor_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",[,'
169,169,ChIJ-28aoJQyO4gRlNCkN2yHISU,Lotus Essences,"4746 W. Vernor Hwy, Detroit",42.31904670000001,-83.09924840000001,"['clothing_store', 'store', 'point_of_interest', 'establishment']",[,'
170,170,ChIJMdEmt-syO4gRGZ3nq57Jj20,Junction & Toledo,United States,42.321281000000006,-83.1043,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
171,171,ChIJd2vUoZQyO4gRb3GJ8xjKXco,Audio Addictionz,"4746 Vernor Highway, Detroit",42.3190374,-83.09924350000001,"['car_repair', 'store', 'point_of_interest', 'establishment']",[,'
178,178,ChIJD_Y_y-oyO4gRNQxMHTDJO_4,Myas SALON,"4664 Toledo Street, Detroit",42.32252630000001,-83.10063050000001,"['point_of_interest', 'establishment']",[,'
182,182,ChIJIyNcGMAyO4gRDHzxW4XhMok,Cadillac Urban Gardens on Merritt,"4601 Merritt Street, Detroit",42.324532,-83.101793,"['park', 'point_of_interest', 'establishment']",[,'
185,185,ChIJ8S5RkL8yO4gRu5-HGo10km4,Ideal Shield,"2525 Clark Avenue, Detroit",42.325132,-83.09970600000001,"['point_of_interest', 'establishment']",[,'
186,186,ChIJ8S5RkL8yO4gR0dY5hu8Dwtk,Ideal Group,"2525 Clark Avenue, Detroit",42.325148,-83.099717,"['general_contractor', 'point_of_interest', 'establishment']",[,'
187,187,ChIJPRiVgsAyO4gRuVdGRpk5JmE,Southwest Detroit Environmental Vision,"2555 Clark Avenue, Detroit",42.324913,-83.10247700000001,"['point_of_interest', 'establishment']",[,'
188,188,ChIJ8S5RkL8yO4gRQTveVcga75Y,Ideal Contracting,"2525 Clark Avenue, Detroit",42.325156,-83.099728,"['general_contractor', 'point_of_interest', 'establishment']",[,'
189,189,ChIJsdkQjb8yO4gRYyTa0i0KOpM,Ideal Steel,"2525 Clark Avenue, Detroit",42.325266799999994,-83.0999959,"['point_of_interest', 'establishment']",[,'
190,190,ChIJN2YUlL8yO4gR68uw5I7tOWg,MDHHS Wayne - Southwest Service Center 41,"2439-, 2507 Clark Avenue, Detroit",42.3253785,-83.0994772,"['health', 'point_of_interest', 'establishment']",[,'
191,191,ChIJc9gLxL8yO4gR-0ZaLm9cAr4,Security Credit Union,"2444 Clark Avenue, Detroit",42.324767,-83.09867,"['finance', 'point_of_interest', 'establishment']",[,'
193,193,ChIJsdkQjb8yO4gRWiA7uVbFW-Y,Ideal Utility Services,"2525 Clark Avenue, Detroit",42.325266799999994,-83.0999959,"['point_of_interest', 'establishment']",[,'
194,194,ChIJq6qqjb8yO4gR4UW4GfVU4jg,Vidmar Surplus,"2525 Clark Avenue, Detroit",42.325266799999994,-83.0999959,"['store', 'point_of_interest', 'establishment']",[,'
195,195,ChIJsdkQjb8yO4gRC10bIAR4OiI,Department Of Health And Human Services,"2525 Clark Avenue, Detroit",42.325266799999994,-83.0999959,"['point_of_interest', 'establishment']",[,'
197,197,ChIJ8S5RkL8yO4gRFmcpeddRsx0,Ideal Surplus Sales,"2525 Clark Avenue, Detroit",42.325639100000004,-83.0997349,"['point_of_interest', 'establishment']",[,'
200,200,ChIJu9ri7cAyO4gRj9zpcEEqaf4,Vitec,"2627 Clark Avenue, Detroit",42.327375399999994,-83.10231089999998,"['gas_station', 'point_of_interest', 'establishment']",[,'
204,204,ChIJDfsaf78yO4gR3F_GHvQIQak,Gonzales Design Group,"2555 Clark Avenue, Detroit",42.3265033,-83.1004178,"['point_of_interest', 'establishment']",[,'
205,205,ChIJiU3T7sAyO4gR3mlAKDfulq8,Kautex Detroit,"2627 Clark Avenue, Detroit",42.3274548,-83.10237109999998,"['point_of_interest', 'establishment']",[,'
209,209,ChIJN2YUlL8yO4gRHRYSIygO2rE,State Of Michigan,"2524 Clark Avenue, Detroit",42.325658399999995,-83.0992478,"['point_of_interest', 'establishment']",[,'
219,219,ChIJnapk1cYyO4gRw7t4GEbt8tw,Porter Media Group,"2801 Clark Avenue #10, Detroit",42.3291548,-83.103254,"['point_of_interest', 'establishment']",[,'
220,220,ChIJObBzDC4tO4gRa7FGt8VOSqg,Saga MKTG,"2801 Clark Avenue, Detroit",42.329155,-83.103254,"['point_of_interest', 'establishment']",[,'
222,222,ChIJnapk1cYyO4gRGx2XNaO0Oow,Vitec / GAA,"2801 Clark Avenue, Detroit",42.3291548,-83.103254,"['store', 'point_of_interest', 'establishment']",[,'
223,223,ChIJOw1YVr8yO4gRNi9NRrntTmc,Universal Trucking,"2860 Clark Avenue, Detroit",42.328451,-83.100385,"['storage', 'point_of_interest', 'establishment']",[,'
224,224,ChIJt5TSQccyO4gR333r3HwG7hs,Linc Crossdock,"2730 Clark Avenue, Detroit",42.33013940000001,-83.10171779999999,"['storage', 'point_of_interest', 'establishment']",[,'
227,227,ChIJrR-7fMcyO4gRCfQEvi0R9S0,"MPS Group, Inc.","2920 Scotten St, Detroit",42.330920899999995,-83.0998817,"['painter', 'point_of_interest', 'establishment']",[,'
228,228,ChIJOyIXgccyO4gRV6DLJXW0_6s,Inland Waters Pollution Control,"4086 Michigan Avenue, Detroit",42.3314223,-83.1003028,"['health', 'point_of_interest', 'establishment']",[,'
229,229,ChIJqQHVh7gyO4gRtKSI19cJQBk,Piston Modules,"4015 Michigan Avenue, Detroit",42.330940399999996,-83.09983790000001,"['point_of_interest', 'establishment']",[,'
230,230,ChIJo7PrdscyO4gRdki7krOk6PY,"Pristine Impressions, LLC","Michigan Avenue, Detroit",42.331163200000006,-83.10145859999999,"['point_of_interest', 'establishment']",[,'
231,231,ChIJ_Tavn8cyO4gRj-_c0TzP0ys,Comradical Productions,"4200 Michigan Avenue, Detroit",42.33139020000001,-83.10176179999998,"['point_of_interest', 'establishment']",[,'
234,234,ChIJOyIXgccyO4gRZlSpVC0Tz_I,Inland Pipe Rehabilitation,"4086 Michigan Avenue, Detroit",42.331610999999995,-83.10063170000001,"['general_contractor', 'point_of_interest', 'establishment']",[,'
235,235,ChIJ9e4J-MYyO4gRncNqQHBhBS8,UAW Local 22,"4300 Michigan Avenue, Detroit",42.331590000000006,-83.10342600000001,"['point_of_interest', 'establishment']",[,'
236,236,ChIJE2qYVcYyO4gReF99Ik9c48w,Retirees for Single Payer Health Care,"4300 Michigan Avenue, Detroit",42.3315737,-83.1034363,"['health', 'point_of_interest', 'establishment']",[,'
239,239,ChIJ5bBTp8cyO4gRhPlglMfjbKs,Michigan & Clark,United States,42.3314565,-83.10224099999998,"['transit_station', 'point_of_interest', 'establishment']",[,'
240,240,ChIJ5aK5CscyO4gRnU-SLJcgYMM,Michigan & Clark,United States,42.331348999999996,-83.10194200000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
241,241,ChIJpa7Qp8cyO4gRM_6YitWh9MA,Michigan & Clark,United States,42.33156399999999,-83.10253999999998,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
242,242,ChIJD5bkAMcyO4gRWVN08Xar9wc,Michigan @ Clark NW,United States,42.331365999999996,-83.103048,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",[,'
244,244,ChIJSb9IrscyO4gR1W5yohcpcDQ,A K Solutions,"3450 Lovett Street, Detroit",42.3318665,-83.10290440000001,"['moving_company', 'point_of_interest', 'establishment']",[,'
246,246,ChIJSb9IrscyO4gRhllaob3by-c,Motor City Pallets,"3450 Lovett Street, Detroit",42.331982,-83.102767,"['point_of_interest', 'establishment']",[,'
248,248,ChIJDXGAabgyO4gRHoBDxMwU6mk,United Meat & Deli,"3273 Hubbard Street, Detroit",42.331967999999996,-83.09952400000002,"['store', 'food', 'point_of_interest', 'establishment']",[,'
